SampleID,ComponentID,ComponentType,X,Y,Width,Height,Power
63,0,IC,36,29,6,17,4.42
63,1,IC,38,21,19,9,1.51
63,2,Resistor,19,21,11,8,0.14
63,3,Capacitor,42,6,10,9,4.6
63,4,Capacitor,82,27,8,5,3.1
63,5,IC,53,55,16,9,2.28
63,6,Diode,56,39,17,16,0.78
63,7,Diode,59,35,9,20,2.68
63,8,Inductor,23,44,20,5,2.99
63,9,Diode,44,78,6,5,4.82
63,10,Resistor,91,17,5,17,1.5
63,11,Capacitor,18,0,9,13,1.77
63,12,Resistor,2,14,19,14,0.45
63,13,Diode,68,2,7,16,0.35
63,14,Inductor,6,33,8,8,3.24
64,0,Inductor,69,74,9,18,4.59
64,1,Resistor,22,10,13,19,1.15
64,2,Resistor,1,75,7,10,4.94
64,3,Capacitor,55,17,17,9,2.34
64,4,Resistor,41,14,10,7,0.47
64,5,Inductor,47,15,18,14,4.17
64,6,Diode,20,83,10,17,2.26
64,7,Capacitor,8,13,17,12,0.67
64,8,IC,23,37,17,8,3.99
64,9,Resistor,29,27,14,12,3.02
64,10,Inductor,50,13,18,8,1.24
65,0,Capacitor,25,35,18,18,2.47
65,1,Inductor,58,50,16,17,0.45
65,2,Inductor,9,47,6,8,4.51
65,3,Resistor,63,27,10,10,3.11
65,4,Capacitor,11,20,5,15,0.94
65,5,Diode,17,57,18,17,2.46
65,6,Resistor,91,13,6,14,0.79
65,7,Inductor,92,26,6,17,0.82
65,8,Inductor,24,86,16,9,2.64
65,9,IC,19,21,11,14,4.73
65,10,Diode,42,28,18,5,4.85
65,11,IC,64,29,19,5,2.7
65,12,IC,5,13,11,12,0.29
65,13,Capacitor,19,79,14,7,3.5
65,14,Inductor,34,21,17,6,0.9
66,0,Resistor,9,8,8,16,2.13
66,1,Inductor,76,31,11,14,0.7
66,2,Resistor,40,8,8,9,1.68
66,3,Inductor,51,39,19,20,3.35
66,4,IC,76,54,11,10,4.87
66,5,IC,48,64,17,15,1.7
66,6,IC,22,51,17,5,1.21
66,7,Resistor,34,60,19,12,0.36
66,8,IC,5,69,8,6,1.42
66,9,Diode,81,61,15,15,4.69
66,10,Inductor,13,36,15,15,4.0
66,11,Inductor,86,54,13,6,1.84
66,12,Capacitor,3,64,11,20,4.63
66,13,Diode,52,44,11,13,3.67
67,0,Diode,30,60,16,19,1.87
67,1,Inductor,66,1,18,19,3.54
67,2,Resistor,83,2,9,13,1.55
67,3,Capacitor,81,29,16,15,4.93
67,4,IC,24,19,19,12,0.95
67,5,Capacitor,18,71,17,9,4.78
67,6,Resistor,75,40,18,6,0.49
67,7,Resistor,18,26,14,18,0.29
68,0,Resistor,81,39,14,11,1.7
68,1,Inductor,44,84,13,9,4.44
68,2,Diode,91,45,9,7,1.29
68,3,Diode,3,20,19,13,4.31
68,4,IC,33,68,17,8,2.91
68,5,IC,43,76,20,5,4.93
68,6,Resistor,48,50,16,7,2.22
68,7,Inductor,36,70,12,9,3.6
68,8,Diode,60,28,10,18,3.8
68,9,Diode,83,23,12,13,3.14
69,0,IC,75,19,10,18,2.83
69,1,Inductor,32,34,15,6,3.24
69,2,Capacitor,27,66,9,14,4.05
69,3,Capacitor,71,76,8,15,3.98
69,4,Capacitor,58,29,8,20,3.96
70,0,Capacitor,70,72,13,13,3.81
70,1,IC,2,35,13,13,1.38
70,2,IC,61,81,16,12,0.61
70,3,Capacitor,20,63,12,20,1.3
70,4,Capacitor,0,48,12,12,4.53
70,5,Diode,24,45,16,13,4.39
70,6,Inductor,6,23,11,17,4.24
70,7,Capacitor,54,8,16,14,1.81
70,8,Inductor,30,80,19,7,4.86
70,9,Resistor,65,41,9,9,4.87
71,0,Capacitor,47,41,6,7,0.91
71,1,Inductor,77,27,17,16,4.68
71,2,Capacitor,47,21,11,13,2.81
71,3,Capacitor,82,82,9,8,0.58
71,4,IC,91,9,9,14,2.21
71,5,IC,27,57,19,20,1.95
71,6,Diode,72,42,6,9,0.57
71,7,Resistor,1,35,9,8,4.67
71,8,Resistor,4,22,14,8,3.97
72,0,Resistor,68,37,9,7,3.98
72,1,Diode,6,62,18,5,4.46
72,2,IC,76,20,15,20,0.68
72,3,Inductor,80,52,10,13,0.28
72,4,Capacitor,2,84,10,9,3.64
72,5,Inductor,78,84,15,6,4.42
72,6,Inductor,6,51,18,17,4.79
72,7,Diode,76,65,6,16,0.91
73,0,IC,80,12,11,15,3.9
73,1,Inductor,56,40,18,17,0.16
73,2,Capacitor,12,72,12,20,4.34
73,3,Diode,88,7,9,18,0.44
73,4,Resistor,91,17,6,20,1.28
73,5,Capacitor,38,49,8,19,2.53
73,6,Resistor,41,77,6,13,4.33
73,7,Inductor,88,14,6,10,3.45
74,0,IC,87,28,12,7,4.81
74,1,Inductor,0,1,14,12,3.74
74,2,IC,10,25,20,7,3.11
74,3,Capacitor,71,29,6,11,2.8
74,4,Inductor,45,38,17,10,4.25
74,5,Inductor,63,3,10,9,3.6
74,6,Inductor,6,37,15,8,3.73
74,7,Resistor,85,82,10,7,0.81
74,8,Inductor,24,50,18,17,3.58
74,9,Inductor,4,43,16,5,4.7
74,10,Diode,4,35,8,18,1.0
74,11,Diode,12,5,6,19,2.1
75,0,Resistor,45,17,8,6,2.65
75,1,Inductor,15,83,9,11,0.7
75,2,Diode,33,32,5,14,0.96
75,3,IC,78,36,14,19,3.42
75,4,Diode,7,51,10,13,2.39
75,5,Inductor,11,25,12,15,0.29
75,6,Inductor,16,40,14,8,3.96
75,7,IC,82,11,7,6,2.06
75,8,IC,11,42,13,8,4.22
75,9,Inductor,27,69,14,16,4.39
75,10,IC,68,29,15,17,1.2
75,11,Resistor,11,65,8,18,1.14
75,12,Resistor,78,29,15,6,2.53
75,13,IC,1,53,11,10,4.48
75,14,Inductor,58,27,7,19,2.98
76,0,Capacitor,33,35,11,9,2.35
76,1,IC,43,23,19,6,1.14
76,2,IC,90,18,9,10,1.31
76,3,Capacitor,43,49,13,5,1.4
76,4,Inductor,62,58,11,8,1.74
76,5,IC,84,20,10,15,3.64
76,6,Capacitor,40,53,15,20,4.22
77,0,Resistor,79,72,20,13,2.36
77,1,Diode,67,76,19,20,4.96
77,2,Capacitor,61,80,11,8,1.45
77,3,Capacitor,40,24,5,6,1.37
77,4,Inductor,34,18,8,12,3.59
77,5,IC,68,29,18,15,4.59
77,6,Resistor,48,78,17,17,2.14
77,7,Diode,49,11,7,9,1.63
78,0,Diode,20,57,18,11,4.47
78,1,Inductor,83,52,8,19,0.36
78,2,IC,75,49,20,15,0.85
78,3,Inductor,18,15,17,6,1.24
78,4,Resistor,26,23,18,15,2.41
78,5,Resistor,57,48,6,13,1.35
78,6,Resistor,85,56,14,16,2.38
78,7,Resistor,15,74,16,5,3.93
78,8,IC,14,53,15,18,0.52
78,9,Capacitor,20,50,18,8,2.22
78,10,Inductor,9,0,15,8,4.96
79,0,Diode,5,65,9,11,1.45
79,1,Capacitor,0,59,13,15,1.78
79,2,Diode,19,21,7,5,2.7
79,3,Diode,39,33,9,8,1.74
79,4,Capacitor,84,26,9,5,4.8
79,5,Inductor,60,68,13,19,1.2
79,6,Diode,11,62,12,6,1.03
79,7,Diode,77,79,13,11,4.75
79,8,Diode,48,50,10,18,3.82
79,9,IC,36,50,9,19,2.69
79,10,Capacitor,17,42,8,11,4.15
79,11,IC,38,39,13,9,0.25
79,12,Inductor,6,42,12,6,0.76
79,13,Resistor,51,13,6,17,1.98
80,0,Diode,49,11,20,6,1.58
80,1,IC,66,57,11,9,4.53
80,2,Capacitor,28,50,8,20,4.18
80,3,IC,67,64,14,8,1.63
80,4,Capacitor,76,15,5,10,4.13
80,5,Resistor,44,61,15,16,0.81
80,6,Diode,75,27,19,9,1.18
80,7,Capacitor,46,81,18,9,0.76
80,8,Inductor,74,2,20,19,1.88
81,0,IC,64,54,10,19,0.2
81,1,Capacitor,35,24,12,12,4.72
81,2,Diode,46,46,13,5,1.21
81,3,Diode,22,46,15,20,0.9
81,4,Capacitor,63,12,7,13,0.22
81,5,IC,41,47,7,12,0.78
81,6,IC,16,53,16,20,4.93
81,7,Diode,75,48,17,12,4.78
81,8,Diode,44,18,19,7,2.89
81,9,Capacitor,66,31,9,16,4.42
81,10,Capacitor,32,55,17,11,3.25
82,0,Resistor,30,66,20,15,0.22
82,1,IC,32,81,20,15,0.23
82,2,Diode,1,0,7,20,0.29
82,3,Diode,51,34,15,12,1.12
82,4,IC,36,68,19,12,2.14
83,0,Capacitor,1,84,18,16,3.73
83,1,Inductor,28,57,18,12,0.99
83,2,Capacitor,72,18,16,18,0.49
83,3,Resistor,29,6,17,8,4.83
83,4,Resistor,67,27,15,17,2.96
83,5,Diode,68,57,14,19,2.52
83,6,Inductor,32,6,20,11,2.74
83,7,Inductor,80,18,20,12,4.99
83,8,Capacitor,71,54,18,15,0.45
84,0,IC,29,53,6,12,2.18
84,1,Resistor,42,62,15,20,4.41
84,2,IC,81,75,14,17,0.24
84,3,IC,43,70,13,18,2.78
84,4,Diode,5,24,6,16,0.26
84,5,Resistor,5,40,6,18,2.17
84,6,IC,46,68,5,19,4.95
84,7,Inductor,24,31,18,17,2.61
84,8,Capacitor,21,54,7,7,0.71
84,9,IC,50,61,10,10,3.3
84,10,IC,25,55,12,14,3.03
85,0,Resistor,11,72,6,12,3.61
85,1,Inductor,85,16,14,11,2.01
85,2,Diode,42,71,11,11,3.84
85,3,Inductor,22,48,12,16,1.8
85,4,Resistor,7,62,8,18,0.49
85,5,Capacitor,38,15,11,7,4.33
85,6,Diode,45,65,15,10,1.18
85,7,Diode,85,62,13,12,4.32
85,8,Diode,26,26,17,13,1.68
85,9,IC,0,24,15,10,2.88
85,10,Capacitor,39,66,20,16,1.5
86,0,IC,75,12,12,5,4.66
86,1,Diode,93,23,5,14,3.55
86,2,Resistor,22,32,11,13,3.05
86,3,Capacitor,40,5,7,10,1.74
86,4,IC,17,71,18,14,2.8
86,5,Inductor,84,20,7,9,1.33
86,6,Inductor,73,54,6,18,2.78
86,7,Diode,37,79,14,12,4.6
86,8,Inductor,35,31,19,11,4.05
86,9,Resistor,80,2,18,20,3.86
86,10,IC,11,5,9,14,0.27
86,11,Resistor,3,75,13,8,1.65
86,12,Inductor,69,23,17,11,2.3
87,0,Inductor,28,5,11,9,4.31
87,1,IC,76,2,13,8,4.43
87,2,Diode,64,63,8,19,4.08
87,3,IC,4,65,17,5,0.76
87,4,Diode,51,21,16,13,1.27
87,5,Resistor,85,48,11,8,3.41
87,6,Inductor,6,5,13,9,4.79
88,0,Diode,3,21,18,10,2.7
88,1,Resistor,49,5,7,6,0.72
88,2,IC,0,40,20,20,0.16
88,3,Inductor,15,46,18,12,4.53
88,4,Resistor,22,2,12,9,3.46
88,5,Diode,46,41,18,6,0.26
88,6,Diode,54,44,20,16,2.1
88,7,IC,15,69,9,11,0.79
88,8,Capacitor,87,67,13,10,2.92
88,9,Inductor,64,37,13,11,2.77
88,10,Resistor,56,47,16,15,2.38
88,11,Capacitor,35,27,11,9,3.6
88,12,Inductor,68,4,8,17,0.39
88,13,Diode,37,37,18,14,0.58
88,14,IC,89,65,10,7,3.07
89,0,Capacitor,60,75,16,12,4.76
89,1,Inductor,85,90,12,10,1.27
89,2,Capacitor,94,9,6,8,4.89
89,3,Capacitor,69,31,10,5,3.43
89,4,Diode,66,8,8,19,4.93
90,0,Inductor,14,39,10,16,2.06
90,1,Inductor,62,25,8,15,1.24
90,2,Diode,40,2,19,19,4.36
90,3,Diode,61,35,17,5,4.09
90,4,Resistor,73,84,19,15,4.44
90,5,Inductor,84,68,7,16,3.07
90,6,Inductor,1,22,11,5,2.19
91,0,Inductor,11,3,6,19,4.58
91,1,Inductor,79,3,18,18,2.13
91,2,IC,37,18,15,17,3.38
91,3,Inductor,29,41,9,11,1.99
91,4,Resistor,79,8,10,9,2.83
91,5,Capacitor,41,8,7,20,4.56
91,6,Inductor,94,27,5,16,2.46
91,7,IC,76,55,19,6,4.32
91,8,Inductor,19,40,18,7,2.99
92,0,IC,76,13,9,17,1.8
92,1,Resistor,34,85,10,13,0.29
92,2,Capacitor,47,37,18,15,4.36
92,3,Diode,13,24,8,9,1.94
92,4,Diode,9,10,15,12,2.86
93,0,Capacitor,92,52,8,8,2.79
93,1,Resistor,1,42,15,16,4.09
93,2,IC,31,29,11,9,2.96
93,3,Inductor,56,54,17,6,1.63
93,4,Diode,84,83,7,16,3.82
93,5,Inductor,4,41,14,12,1.2
93,6,Capacitor,54,28,6,11,1.96
93,7,Diode,66,20,11,11,1.83
93,8,Resistor,78,30,12,5,4.74
93,9,Diode,14,48,20,5,3.29
93,10,Capacitor,61,61,8,9,3.04
93,11,Inductor,10,13,5,14,2.4
93,12,Inductor,2,68,5,14,0.81
93,13,Capacitor,0,10,19,16,4.26
94,0,IC,68,44,15,6,0.57
94,1,Inductor,79,72,17,15,3.95
94,2,Resistor,29,35,15,5,2.06
94,3,Resistor,37,75,6,20,2.87
94,4,Capacitor,10,66,16,5,1.97
94,5,Diode,38,83,15,5,4.42
94,6,Capacitor,26,52,14,11,0.3
94,7,Resistor,53,80,13,10,1.21
95,0,Capacitor,54,8,5,5,2.71
95,1,Capacitor,59,17,9,5,0.72
95,2,Resistor,73,1,16,13,1.34
95,3,Inductor,77,44,16,19,2.7
95,4,IC,3,41,11,18,0.29
95,5,Resistor,2,12,11,6,2.36
95,6,IC,14,84,14,16,1.52
95,7,Capacitor,40,51,14,15,2.81
95,8,IC,43,21,18,12,1.77
95,9,Capacitor,67,91,5,8,4.82
95,10,Resistor,61,11,12,11,4.79
96,0,Capacitor,61,16,16,10,2.1
96,1,IC,61,57,12,10,1.05
96,2,Inductor,41,26,18,12,4.43
96,3,Resistor,4,79,20,7,2.51
96,4,Capacitor,19,37,6,17,1.28
96,5,Inductor,20,50,16,9,1.65
96,6,Inductor,27,11,18,14,1.38
96,7,IC,19,39,6,8,4.53
96,8,Resistor,80,35,19,6,0.32
96,9,Capacitor,12,34,19,13,0.95
96,10,IC,65,41,18,20,4.23
96,11,IC,28,20,7,7,0.61
97,0,IC,6,5,16,12,4.27
97,1,Resistor,77,87,14,6,2.18
97,2,Capacitor,9,15,20,13,1.7
97,3,Resistor,57,39,19,14,2.3
97,4,Diode,17,10,20,17,0.45
97,5,Diode,9,34,12,11,2.73
97,6,Resistor,21,43,11,7,0.63
97,7,IC,1,36,8,8,1.05
97,8,Resistor,60,18,14,6,3.88
97,9,Capacitor,71,4,20,20,4.08
97,10,Capacitor,57,52,20,8,4.15
97,11,Inductor,60,63,18,6,3.84
97,12,Diode,50,82,10,7,4.96
97,13,Diode,54,53,20,9,0.87
97,14,Resistor,49,51,10,13,3.85
98,0,Inductor,53,79,15,11,2.83
98,1,Inductor,39,68,9,13,2.73
98,2,Diode,45,10,7,15,1.99
98,3,IC,30,15,12,20,4.22
98,4,Resistor,16,41,13,7,4.16
98,5,Inductor,7,45,18,7,0.74
98,6,Resistor,10,38,11,13,1.41
98,7,Inductor,69,13,6,14,3.26
98,8,Resistor,12,88,18,5,1.04
98,9,Diode,13,82,5,13,3.27
98,10,Capacitor,2,63,17,9,4.4
98,11,Inductor,15,70,9,14,2.52
98,12,Resistor,73,8,6,7,2.8
99,0,Capacitor,66,45,13,18,1.2
99,1,Inductor,6,8,10,12,1.72
99,2,Capacitor,14,67,18,6,1.31
99,3,Inductor,42,8,18,8,4.74
99,4,Resistor,12,48,16,17,0.11
99,5,Capacitor,58,76,13,19,2.4
99,6,IC,16,60,20,15,3.46
99,7,IC,33,6,14,12,1.8
99,8,Inductor,27,21,15,10,3.34
99,9,Capacitor,46,76,19,18,3.61
99,10,Resistor,36,75,9,18,3.19
99,11,Inductor,5,9,14,16,1.19
99,12,Resistor,36,55,14,11,0.48
100,0,Diode,7,79,18,7,4.48
100,1,Inductor,18,33,5,14,4.77
100,2,Inductor,23,34,10,20,3.41
100,3,Resistor,22,42,12,10,3.59
100,4,IC,6,80,7,7,1.72
100,5,Diode,24,7,13,19,1.08
101,0,Capacitor,30,80,12,18,2.46
101,1,IC,30,25,7,10,3.51
101,2,Resistor,80,82,19,16,4.62
101,3,Inductor,83,77,11,12,0.76
101,4,Diode,34,38,6,11,2.83
101,5,Diode,30,38,8,8,1.83
101,6,Capacitor,16,61,18,5,1.23
101,7,Resistor,86,55,8,20,2.16
101,8,Diode,71,3,11,7,3.18
102,0,Resistor,35,83,7,16,0.49
102,1,Inductor,51,90,12,10,1.33
102,2,Capacitor,59,29,13,11,0.59
102,3,Capacitor,44,24,15,19,1.2
102,4,Inductor,88,21,5,6,2.66
102,5,Capacitor,46,81,11,18,0.15
102,6,Capacitor,12,69,16,19,3.13
103,0,Capacitor,74,66,11,8,0.99
103,1,IC,7,65,18,6,0.55
103,2,Resistor,8,87,11,13,1.01
103,3,Capacitor,24,59,6,13,2.43
103,4,Resistor,40,16,7,19,1.94
103,5,Capacitor,53,10,16,8,2.51
103,6,Capacitor,9,48,19,9,2.38
104,0,Resistor,34,3,6,10,0.17
104,1,Diode,35,52,19,12,1.63
104,2,IC,24,54,18,7,2.45
104,3,Diode,67,51,10,9,4.23
104,4,Inductor,76,39,20,5,1.83
104,5,IC,56,3,18,18,0.58
104,6,IC,63,75,7,10,2.93
104,7,Diode,58,30,9,19,0.35
104,8,IC,66,29,19,15,3.43
104,9,IC,21,47,19,20,1.32
104,10,Inductor,52,24,11,14,3.43
104,11,Capacitor,39,36,15,14,0.45
105,0,Inductor,51,11,11,11,0.39
105,1,Diode,49,29,6,12,3.66
105,2,IC,60,13,12,17,0.79
105,3,IC,5,19,18,20,0.55
105,4,IC,28,42,5,7,0.51
105,5,Capacitor,89,59,7,16,2.23
105,6,Capacitor,33,79,10,18,4.11
105,7,Inductor,81,61,7,20,3.8
105,8,Inductor,29,45,12,12,3.54
105,9,Capacitor,42,58,19,6,4.89
105,10,Resistor,35,30,8,18,0.86
105,11,Resistor,80,35,16,20,1.37
105,12,Diode,34,75,5,6,0.66
105,13,Capacitor,33,34,5,7,3.62
105,14,IC,13,0,9,16,0.29
106,0,IC,41,52,16,9,2.51
106,1,IC,66,49,10,8,3.66
106,2,Resistor,32,60,17,13,0.99
106,3,IC,6,52,15,14,1.57
106,4,Inductor,69,77,19,14,1.76
106,5,Inductor,13,47,15,7,4.01
107,0,Diode,3,59,6,15,3.5
107,1,Diode,68,8,6,16,3.32
107,2,Inductor,57,73,16,15,3.0
107,3,IC,24,18,16,10,0.45
107,4,Capacitor,17,32,20,15,4.21
107,5,IC,5,75,13,16,2.03
108,0,Diode,42,87,13,7,1.32
108,1,Inductor,79,58,7,6,1.59
108,2,Inductor,36,74,17,12,0.6
108,3,Capacitor,58,47,15,18,1.58
108,4,Diode,31,52,14,5,4.92
108,5,Capacitor,50,29,20,18,3.6
109,0,Resistor,25,53,9,9,1.94
109,1,Resistor,13,44,8,19,2.46
109,2,Capacitor,35,88,13,12,3.68
109,3,IC,77,17,7,7,4.82
109,4,Resistor,9,77,19,16,1.2
109,5,Diode,52,7,12,18,4.74
109,6,Diode,45,33,12,18,0.83
109,7,Diode,19,68,13,6,1.44
109,8,Resistor,75,82,5,7,2.72
110,0,Capacitor,48,62,14,9,0.13
110,1,Inductor,83,78,8,18,3.82
110,2,Inductor,92,24,7,7,1.26
110,3,IC,77,0,14,12,0.24
110,4,Diode,35,72,7,15,3.91
110,5,IC,77,72,7,16,0.84
110,6,Diode,59,36,9,16,4.39
110,7,IC,84,63,12,8,3.01
110,8,Capacitor,25,51,19,18,2.42
111,0,Capacitor,35,10,20,5,1.3
111,1,Resistor,62,44,18,6,4.88
111,2,Resistor,40,55,7,13,2.68
111,3,Diode,18,7,17,6,1.48
111,4,IC,86,19,9,9,1.35
111,5,IC,65,52,15,18,4.46
111,6,Capacitor,18,14,14,10,0.21
111,7,Diode,31,61,6,17,2.2
111,8,Resistor,6,8,15,5,3.21
111,9,Resistor,74,54,20,18,1.13
111,10,Diode,80,44,7,14,2.86
111,11,Capacitor,44,35,5,9,1.97
111,12,Capacitor,6,23,16,11,1.36
111,13,Capacitor,34,72,5,16,1.85
112,0,Resistor,23,80,10,5,2.53
112,1,IC,52,32,20,10,1.77
112,2,Inductor,30,83,5,16,4.57
112,3,Diode,54,14,19,13,2.0
112,4,Inductor,76,42,18,13,1.08
112,5,Resistor,10,41,10,14,1.92
112,6,Inductor,21,46,11,9,1.81
112,7,IC,0,56,19,14,2.43
112,8,Capacitor,67,72,6,20,2.55
112,9,Capacitor,80,71,12,11,2.8
113,0,Diode,37,46,14,7,3.95
113,1,Diode,45,12,17,15,4.2
113,2,Capacitor,64,82,18,13,1.23
113,3,Diode,69,91,9,6,4.29
113,4,IC,21,25,20,5,1.85
113,5,Resistor,85,56,14,8,3.52
113,6,Capacitor,61,72,9,12,0.35
113,7,Capacitor,85,90,10,9,3.56
113,8,IC,36,65,6,9,0.56
113,9,Inductor,5,8,13,5,4.7
113,10,Diode,48,61,14,14,0.49
114,0,Capacitor,73,58,18,9,1.37
114,1,Inductor,41,66,5,18,0.87
114,2,Inductor,71,49,9,5,3.0
114,3,Diode,23,10,14,6,1.15
114,4,IC,87,16,6,10,2.08
114,5,Diode,28,86,15,9,3.93
114,6,Inductor,45,41,11,15,1.86
114,7,Capacitor,21,5,15,11,4.39
114,8,Resistor,84,46,12,11,1.27
115,0,Inductor,76,43,13,14,0.48
115,1,Capacitor,17,6,15,13,2.56
115,2,Diode,30,82,6,17,1.91
115,3,Diode,57,60,10,19,2.64
115,4,IC,26,62,6,7,3.27
115,5,Resistor,7,20,5,8,4.02
115,6,Capacitor,86,57,6,8,1.37
115,7,Inductor,47,49,10,16,1.74
115,8,Resistor,60,46,20,18,0.92
115,9,Resistor,57,75,20,19,2.27
115,10,Resistor,0,63,5,20,4.41
116,0,Resistor,26,41,11,20,3.12
116,1,Capacitor,27,80,18,7,0.87
116,2,Resistor,62,37,7,5,3.2
116,3,Diode,56,26,12,14,2.45
116,4,Diode,35,53,17,5,4.91
116,5,Diode,56,4,20,19,2.69
116,6,IC,9,64,20,10,3.16
116,7,IC,69,32,19,13,2.38
116,8,Inductor,61,1,5,15,0.74
116,9,Diode,9,48,7,6,1.16
116,10,Resistor,69,39,10,13,0.54
116,11,Inductor,53,45,7,10,0.48
116,12,IC,76,88,11,11,2.51
117,0,Resistor,71,30,20,8,1.13
117,1,Diode,83,41,14,15,1.71
117,2,Capacitor,14,8,20,13,0.22
117,3,Inductor,75,25,16,8,4.15
117,4,IC,64,41,15,10,0.39
118,0,Resistor,9,70,16,13,3.76
118,1,Capacitor,87,71,8,11,4.1
118,2,IC,7,72,9,13,3.69
118,3,Capacitor,47,34,18,18,0.55
118,4,Resistor,16,22,12,19,1.23
118,5,IC,67,21,6,10,2.56
118,6,Capacitor,34,53,16,10,2.91
119,0,IC,75,49,20,6,0.89
119,1,IC,28,56,6,14,2.46
119,2,Diode,54,48,14,15,2.67
119,3,Inductor,70,64,8,14,2.5
119,4,Inductor,18,47,9,9,4.53
119,5,Resistor,74,55,9,15,0.94
119,6,Inductor,77,66,16,9,2.57
119,7,IC,41,44,7,12,3.63
119,8,Resistor,91,1,9,18,0.35
119,9,Resistor,28,17,20,18,3.29
119,10,Diode,67,31,20,17,3.07
120,0,Capacitor,46,14,19,6,1.16
120,1,IC,18,63,11,10,0.67
120,2,Inductor,62,84,14,9,1.57
120,3,Diode,41,17,12,9,1.86
120,4,Resistor,69,24,8,16,1.64
120,5,IC,16,59,7,20,4.52
120,6,IC,43,4,5,9,0.4
120,7,Capacitor,35,81,14,19,3.22
120,8,Capacitor,80,77,5,15,0.33
120,9,Inductor,26,5,11,20,0.72
120,10,Inductor,54,87,16,5,2.28
121,0,Capacitor,41,75,11,7,1.05
121,1,Capacitor,25,62,10,20,2.2
121,2,Resistor,63,17,19,20,2.66
121,3,Capacitor,52,79,5,12,1.48
121,4,IC,58,62,9,18,4.75
121,5,Resistor,17,38,11,20,4.82
121,6,Resistor,5,36,16,10,2.56
121,7,Inductor,13,75,8,17,4.23
121,8,IC,54,89,9,10,4.44
121,9,Capacitor,12,46,15,6,2.96
122,0,Inductor,74,70,12,5,2.82
122,1,Diode,76,44,20,8,4.96
122,2,Inductor,54,50,18,5,4.82
122,3,Inductor,18,22,15,14,0.72
122,4,Inductor,1,57,19,5,4.08
123,0,Resistor,91,30,8,13,4.09
123,1,IC,36,20,9,14,0.6
123,2,Diode,29,35,20,9,0.89
123,3,Inductor,49,51,19,8,0.99
123,4,Inductor,60,18,9,14,0.42
123,5,Inductor,80,37,18,11,2.35
124,0,Diode,69,81,18,6,0.37
124,1,Diode,89,38,10,20,2.28
124,2,Inductor,20,60,14,8,3.46
124,3,IC,61,50,6,19,4.3
124,4,Resistor,7,9,6,20,3.54
124,5,Capacitor,58,69,12,9,0.38
124,6,Capacitor,88,63,12,19,0.84
124,7,Diode,19,47,15,14,2.68
124,8,Diode,12,77,7,8,2.79
124,9,Inductor,29,69,15,7,4.22
124,10,Inductor,40,0,5,15,3.15
124,11,IC,77,76,6,13,1.64
124,12,Inductor,64,25,9,5,4.85
124,13,Diode,42,69,11,11,2.37
125,0,Resistor,81,71,12,15,0.82
125,1,Diode,19,67,11,6,1.24
125,2,IC,52,80,18,16,2.59
125,3,Diode,3,5,7,9,0.82
125,4,Resistor,46,47,20,8,0.47
125,5,Inductor,37,54,9,11,0.51
125,6,Capacitor,0,24,14,15,3.26
125,7,Inductor,34,54,12,16,0.79
125,8,Resistor,58,45,6,10,4.4
125,9,Resistor,8,34,13,14,3.38
125,10,Resistor,35,81,19,6,2.16
125,11,Inductor,41,76,15,19,4.23
125,12,Diode,27,71,6,17,1.7
126,0,Resistor,66,4,18,9,0.69
126,1,Diode,59,41,5,5,2.7
126,2,Diode,45,4,14,15,4.85
126,3,IC,15,55,9,10,1.27
126,4,Inductor,71,11,13,16,2.8
126,5,Capacitor,60,47,17,10,0.99
126,6,Inductor,8,58,11,16,2.48
126,7,Resistor,49,21,5,18,2.01
126,8,Resistor,47,61,16,11,0.26
127,0,Inductor,57,74,11,13,3.68
127,1,Inductor,38,29,11,20,3.89
127,2,IC,30,24,7,11,3.19
127,3,IC,27,11,6,12,2.05
127,4,Capacitor,48,60,8,7,4.86
127,5,Inductor,42,11,20,15,1.79
127,6,IC,13,4,12,9,2.06
127,7,Inductor,45,31,18,6,1.01
127,8,Inductor,7,51,14,20,2.55
127,9,Capacitor,22,11,12,19,2.74
127,10,Inductor,75,24,12,11,0.31
127,11,Inductor,16,10,16,18,0.16
127,12,Diode,22,64,6,9,4.27
128,0,Capacitor,53,53,15,18,3.12
128,1,Diode,87,45,6,6,1.74
128,2,Capacitor,14,15,19,5,4.96
128,3,Resistor,7,76,20,17,4.11
128,4,Inductor,36,34,16,13,1.66
128,5,Diode,59,54,20,13,2.76
128,6,Capacitor,65,83,10,17,0.68
128,7,IC,59,37,12,20,3.91
128,8,Capacitor,0,31,16,6,3.66
128,9,Capacitor,74,45,10,19,1.63
128,10,Resistor,72,40,12,18,2.04
128,11,Diode,52,8,13,11,4.8
129,0,Inductor,12,13,15,20,3.05
129,1,Inductor,63,47,19,8,2.47
129,2,Inductor,90,88,6,6,2.3
129,3,Diode,71,27,10,14,1.62
129,4,Capacitor,18,74,12,19,1.5
129,5,Resistor,48,70,7,10,0.43
129,6,Resistor,80,18,20,8,0.6
129,7,Resistor,11,28,10,5,0.26
129,8,Diode,60,61,18,15,1.1
129,9,IC,40,57,18,13,4.71
130,0,Capacitor,59,16,6,13,0.58
130,1,Capacitor,26,60,17,11,2.71
130,2,Resistor,13,87,13,13,0.47
130,3,Inductor,51,18,20,5,2.63
130,4,Inductor,42,22,14,12,2.79
131,0,Inductor,74,40,13,15,4.76
131,1,Diode,68,9,19,12,2.67
